Iteration	Posterior	Likelihood	Prior	beta_scale	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_log_sd	tree_length	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
198	-1873.99	-2066.015	192.0252	1.295566	0.779057	0.0176211	0.15409	0.0492318	1.876852	1.10396	0.518902	0.0250401	0.33427	0.121788
204	-1881.919	-2072.885	190.9659	2.782466	0.773052	0.0148762	0.170509	0.0415627	2.14752	0.7353126	0.563278	0.0431782	0.208033	0.18551
210	-1882.671	-2075.589	192.9181	0.3790808	0.520108	0.405507	0.0537707	0.0206138	2.026609	0.9784367	0.00483652	0.711871	0.117886	0.165406
216	-1876.778	-2069.922	193.1438	0.2753466	0.585109	0.330605	0.061096	0.02319	1.816797	1.020586	0.00359361	0.52452	0.167383	0.304503
222	-1874.749	-2067.788	193.0385	0.2709703	0.715753	0.203803	0.0619607	0.0184832	1.796115	1.138893	0.00383404	0.369921	0.239491	0.386753
228	-1872.324	-2065.497	193.1731	0.234792	0.820259	0.136843	0.0344149	0.00848291	1.771104	1.037774	0.0022776	0.686707	0.142269	0.168747
234	-1868.322	-2061.278	192.9559	0.2674025	0.650814	0.322178	0.0202769	0.00673055	1.680513	1.307263	0.0027559	0.518524	0.172146	0.306574
240	-1873.642	-2066.776	193.1332	0.2581281	0.796942	0.165495	0.0149365	0.0226272	1.680513	1.158942	0.266666	0.424891	0.130714	0.177728
246	-1864.918	-2057.947	193.0294	0.2152236	0.7829	0.166288	0.0259368	0.0248755	1.781285	1.154045	0.490944	0.307979	0.0947468	0.106331
252	-1870.313	-2063.321	193.008	0.2247509	0.674763	0.203559	0.0350471	0.0866304	1.822712	1.140044	0.683068	0.140728	0.0949966	0.0812075
258	-1873.461	-2066.507	193.0462	0.2397471	0.608777	0.264094	0.014737	0.112393	2.010616	0.9236206	0.419531	0.259695	0.110276	0.210498
264	-1874.937	-2068.016	193.0783	0.2586434	0.768978	0.206332	0.0038022	0.020887	2.187064	0.6217611	0.304903	0.22692	0.1397	0.328477
270	-1877.206	-2070.334	193.1281	0.2076858	0.769814	0.203043	0.0169844	0.0101579	2.133506	0.5958493	0.330078	0.171271	0.148794	0.349858
276	-1878.111	-2071.324	193.2131	0.2084041	0.53953	0.421061	0.0183433	0.021065	2.035495	0.6321553	0.647342	0.190446	0.125284	0.0369283
282	-1876.64	-2069.67	193.0303	0.2900387	0.624458	0.349282	0.00187886	0.0243808	2.136138	0.7829512	0.350453	0.539822	0.0928454	0.0168792
288	-1874.912	-2068.127	193.2153	0.2418805	0.729002	0.257567	0.000578267	0.0128529	2.034263	0.657377	0.441787	0.360587	0.130316	0.0673107
294	-1876.617	-2069.653	193.0363	0.2009567	0.57335	0.214639	0.000437106	0.211573	2.045824	0.8755489	0.533965	0.381499	0.0637253	0.0208106
300	-1882.09	-2075.237	193.1471	0.2222562	0.0854316	0.806759	0.000546686	0.107263	2.020583	0.7836369	0.665983	0.234736	0.0651978	0.0340829
306	-1879.331	-2072.501	193.1695	0.2222562	0.0905745	0.65723	0.000444892	0.25175	2.020583	0.7515603	0.489454	0.332655	0.143105	0.0347868
312	-1871.029	-2064.027	192.9984	0.2765173	0.147758	0.576259	0.00453997	0.271444	2.037763	0.9433042	0.425548	0.287499	0.176719	0.110233
318	-1876.492	-2069.594	193.1016	0.1978138	0.0959451	0.693985	0.00938701	0.200683	1.907178	0.9535249	0.374122	0.252756	0.0685871	0.304535
324	-1873.693	-2066.716	193.0232	0.2359723	0.408715	0.32153	0.0200254	0.24973	1.857887	1.097304	0.172602	0.334137	0.0906707	0.402589
330	-1871.449	-2064.445	192.9966	0.2453127	0.266834	0.578879	0.0157755	0.138511	1.865184	1.116083	0.27824	0.451186	0.104284	0.166289
336	-1875.868	-2068.623	192.7551	0.3970955	0.478892	0.499513	0.014693	0.00690244	1.913711	1.219025	0.176986	0.59278	0.112103	0.118131
342	-1875.358	-2068.147	192.7884	0.4103798	0.431595	0.530576	0.0351563	0.00267286	1.874083	1.214813	0.255337	0.472763	0.13239	0.13951
348	-1871.555	-2064.438	192.8835	0.3982128	0.243107	0.685956	0.0512678	0.0196694	1.907882	1.110793	0.349281	0.407091	0.0675587	0.176069
354	-1883.401	-2076.617	193.2153	0.2748904	0.552564	0.347981	0.0906529	0.0088021	1.984842	0.7404192	0.298148	0.473881	0.223898	0.00407315
360	-1874.089	-2067.087	192.9979	0.2743017	0.472416	0.399171	0.104486	0.0239273	1.754995	1.209467	0.555552	0.219927	0.0810858	0.143435
366	-1875.098	-2067.629	192.5303	0.2743017	0.558725	0.375279	0.0321195	0.033876	1.764433	1.568488	0.212148	0.621391	0.12083	0.0456317
372	-1885.948	-2078.62	192.6719	0.380136	0.398591	0.497748	0.0638042	0.039856	1.771287	1.412304	0.063172	0.66203	0.02341	0.251388
378	-1896.632	-2089.673	193.0411	0.380136	0.4764	0.417604	0.0583602	0.0476362	1.813238	1.066101	0.159159	0.392241	0.0352656	0.413334
384	-1878.665	-2071.707	193.0412	0.2278267	0.511095	0.387565	0.0626104	0.0387295	1.876531	1.061271	0.136493	0.37803	0.137976	0.347502
390	-1883.922	-2076.156	192.234	0.2755225	0.534482	0.400947	0.0330579	0.031513	1.801671	1.753695	0.123837	0.359241	0.133856	0.383066
396	-1879.166	-2072.041	192.8749	0.2547858	0.250057	0.67422	0.0251022	0.0506203	1.798264	1.278313	0.22467	0.435144	0.336891	0.00329561
402	-1871.926	-2064.505	192.5791	0.272046	0.258714	0.611671	0.0170315	0.112583	1.740221	1.550783	0.384521	0.351794	0.260593	0.00309108
408	-1866.72	-2059.244	192.5236	0.2628924	0.355031	0.552806	0.0206118	0.0715515	1.643088	1.662715	0.558226	0.224976	0.214257	0.00254146
414	-1876.963	-2069.349	192.3863	0.2682009	0.313745	0.538777	0.0288441	0.118634	1.776705	1.664766	0.272818	0.384147	0.318115	0.0249201
420	-1878.07	-2070.886	192.8157	0.4531685	0.433266	0.458356	0.0330034	0.0753753	1.757342	1.257389	0.552469	0.236416	0.195778	0.0153366
426	-1879.971	-2072.516	192.5451	0.3953459	0.419408	0.463405	0.039888	0.0772993	1.768945	1.501275	0.221873	0.601424	0.162023	0.0146798
432	-1894.344	-2086.68	192.3357	0.4358939	0.43975	0.485881	0.0418227	0.0325467	1.6749	1.696325	0.108502	0.701044	0.188861	0.00159317
438	-1881.833	-2074.029	192.1953	0.2282002	0.631856	0.32846	0.0223172	0.0173674	1.49794	1.987183	0.0649116	0.583278	0.344142	0.00766776
444	-1892.848	-2083.693	190.8452	0.2282002	0.367925	0.499061	0.0117503	0.121264	1.173304	3.036569	0.164079	0.644753	0.174896	0.0162728
450	-1892.199	-2084.584	192.3857	0.2956464	0.491458	0.396756	0.056848	0.0549373	1.617854	1.771633	0.237848	0.467106	0.107495	0.18755
456	-1888.208	-2080.449	192.2416	0.2775248	0.370988	0.53651	0.0470415	0.0454604	1.53858	1.928803	0.326172	0.495405	0.147413	0.0310103
462	-1894.771	-2086.995	192.2234	0.2171029	0.273955	0.581504	0.0151118	0.129429	1.48167	1.976306	0.285	0.496686	0.119416	0.0988985
468	-1891.394	-2083.465	192.0708	0.2770698	0.443325	0.452282	0.0426423	0.0617506	1.43562	2.110833	0.447054	0.155017	0.252145	0.145784
474	-1886.593	-2078.366	191.7733	0.7474975	0.53801	0.370095	0.0666874	0.0252075	1.791658	1.784361	0.521039	0.124141	0.206509	0.148311
480	-1880.25	-2072.214	191.9638	1.025371	0.650044	0.285335	0.0392136	0.0254075	1.761808	1.461406	0.49651	0.191047	0.192953	0.119489
486	-1887.768	-2079.016	191.2474	1.187762	0.690112	0.224788	0.0752442	0.00985551	1.63516	1.947785	0.401726	0.457874	0.12161	0.0187906
492	-1895.687	-2086.095	190.4084	1.499156	0.732768	0.0383679	0.221268	0.00759608	1.386827	2.469376	0.26131	0.328183	0.399709	0.010798
498	-1897.91	-2089.266	191.3561	1.119966	0.78015	0.0536699	0.156443	0.00973776	1.247955	2.174548	0.305998	0.384308	0.245576	0.0641179
504	-1888.696	-2080.319	191.6231	0.8258506	0.750991	0.151246	0.0785239	0.0192398	1.483691	2.039034	0.192768	0.474241	0.228108	0.104882
510	-1882.77	-2073.349	190.5792	1.05151	0.819499	0.0184708	0.156661	0.00536943	1.362415	2.635267	0.171382	0.491326	0.228208	0.109084
516	-1888.108	-2077.984	189.876	1.259562	0.782305	0.00834249	0.202415	0.00693762	1.158983	3.064562	0.240404	0.546081	0.09111	0.122404
522	-1888.24	-2077.368	189.1274	1.3303	0.825512	0.0122273	0.0922035	0.0700577	1.154221	3.471121	0.32679	0.330573	0.0673542	0.275283
528	-1878.658	-2068.513	189.8549	1.829881	0.817045	0.00749225	0.100762	0.0747014	1.154221	2.786743	0.445458	0.317829	0.0302543	0.206459
534	-1885.154	-2074.477	189.3233	1.695496	0.830121	0.0177425	0.10146	0.050676	1.14309	3.177518	0.437614	0.272974	0.0640949	0.225317
540	-1886.899	-2076.956	190.0575	1.232622	0.798571	0.0561768	0.113424	0.031829	1.238068	2.923177	0.514335	0.199873	0.109289	0.176503
546	-1887.371	-2076.747	189.3759	1.418112	0.756273	0.11615	0.051237	0.0763401	1.079375	3.323163	0.696127	0.0570466	0.121622	0.125205
552	-1874.448	-2065.514	191.0658	1.408014	0.746369	0.108872	0.0219543	0.122804	1.708749	1.884378	0.3691	0.161146	0.133642	0.336112
558	-1863.583	-2055.534	191.9516	1.273123	0.730656	0.148705	0.020057	0.100583	1.944424	1.128079	0.330103	0.420013	0.018583	0.231301
564	-1867.597	-2059.75	192.1531	1.273123	0.851049	0.09486	0.00797361	0.0461177	1.943447	0.932751	0.280108	0.350077	0.0961486	0.273666
570	-1868.078	-2060.44	192.3615	1.096583	0.649393	0.23186	0.0220776	0.0966694	1.922884	0.9102678	0.313049	0.282981	0.153698	0.250272
576	-1863.547	-2055.363	191.8166	1.68016	0.757461	0.158592	0.0469316	0.0370151	2.007671	0.8390783	0.467248	0.246844	0.0801328	0.205775
582	-1871.624	-2063.193	191.5684	1.523939	0.668409	0.155793	0.144176	0.0316214	1.522344	1.591232	0.458633	0.321941	0.00678204	0.212644
588	-1866.731	-2058.261	191.529	1.33529	0.763696	0.159366	0.0442819	0.0326556	1.416408	1.811869	0.370794	0.350038	0.124704	0.154465
594	-1863.773	-2055.908	192.1358	0.8872263	0.57481	0.332431	0.0583677	0.0343911	1.696119	1.486678	0.299065	0.573376	0.0202663	0.107294
600	-1873.617	-2065.583	191.9665	1.299171	0.661645	0.175685	0.0549645	0.107705	1.733456	1.27558	0.257724	0.622401	0.0464814	0.0733944
606	-1869.58	-2061.501	191.9204	1.423459	0.738254	0.144878	0.0704179	0.0464496	1.936077	1.038841	0.437248	0.178806	0.198094	0.185853
612	-1890.117	-2082.864	192.7462	0.5834815	0.741292	0.132269	0.0897026	0.0367366	1.942043	1.038841	0.314667	0.0852695	0.486952	0.113112
618	-1861.497	-2054.241	192.7439	0.4443934	0.611505	0.334567	0.0199054	0.0340223	2.001383	1.115532	0.165568	0.369946	0.254188	0.210298
624	-1874.94	-2067.476	192.536	0.5499774	0.705819	0.225725	0.0271832	0.0412723	2.061635	1.154244	0.250434	0.214957	0.34638	0.188228
630	-1878.471	-2071.316	192.8446	0.2636449	0.577802	0.307991	0.0419775	0.0722295	2.053402	1.082374	0.234035	0.327192	0.22443	0.214342
636	-1882.005	-2075.07	193.0655	0.2852789	0.552048	0.393365	0.0502372	0.00435032	2.00257	0.9057497	0.192772	0.406407	0.326331	0.0744898
642	-1881.225	-2074.332	193.1075	0.2097641	0.402149	0.323614	0.0515501	0.222686	2.018757	0.8297742	0.0952452	0.43658	0.314944	0.15323
648	-1890.212	-2083.276	193.064	0.2373928	0.419825	0.337838	0.00986292	0.232474	2.072946	0.8297742	0.24794	0.57529	0.118915	0.0578558
654	-1889.727	-2081.496	191.769	1.3004	0.673954	0.266086	0.0538265	0.00613343	1.976897	1.236461	0.336147	0.565966	0.0614704	0.0364167
660	-1880.88	-2072.842	191.9618	1.216989	0.586625	0.262018	0.142284	0.00907362	1.857997	1.239388	0.288023	0.381826	0.245869	0.0842823
666	-1881.169	-2072.853	191.6845	1.379457	0.714392	0.195518	0.0833196	0.00677075	1.862554	1.340546	0.418383	0.176951	0.113944	0.290721
672	-1879.247	-2072.085	192.8379	0.3331245	0.603656	0.285229	0.097624	0.0134913	2.41739	0.4420752	0.340484	0.298232	0.141527	0.219758
678	-1881.938	-2074.765	192.8273	0.3051586	0.392884	0.535931	0.0619156	0.00926967	2.449828	0.5167163	0.452698	0.263446	0.136003	0.147852
684	-1883.81	-2076.696	192.8862	0.2576696	0.593169	0.295817	0.0805258	0.0304876	2.396902	0.5654131	0.0723194	0.69981	0.132892	0.0949783
690	-1879.934	-2072.861	192.9261	0.3292524	0.550938	0.385529	0.0170821	0.0464502	2.176984	0.84079	0.0896783	0.512625	0.16479	0.232906
696	-1870.896	-2063.97	193.0738	0.3030259	0.373007	0.522719	0.0492728	0.0550013	2.061866	0.8169813	0.133028	0.453017	0.23106	0.182895
702	-1874.601	-2066.352	191.7504	0.8771697	0.761298	0.161837	0.0409197	0.0359448	1.482499	1.918977	0.449599	0.0515435	0.469195	0.0296619
708	-1877.141	-2068.545	191.4039	1.254583	0.6589	0.140069	0.147646	0.0533845	1.380445	1.971688	0.538896	0.0504054	0.318633	0.0920653
714	-1875.793	-2068.47	192.6772	0.5421063	0.659939	0.180617	0.0298285	0.129616	1.673015	1.366356	0.0805837	0.674143	0.21953	0.0257433
720	-1869.811	-2062.235	192.4245	0.6121655	0.602339	0.336401	0.0405317	0.0207283	1.691459	1.490436	0.0860504	0.719876	0.0896885	0.104385
726	-1867.189	-2059.468	192.2787	0.8105213	0.626388	0.314142	0.00815769	0.0513121	1.691459	1.442159	0.129466	0.424131	0.193102	0.253302
732	-1871.386	-2063.406	192.0197	1.251262	0.748187	0.211731	0.00549825	0.0345841	1.794168	1.217376	0.300945	0.427389	0.233883	0.0377833
738	-1871.511	-2063.333	191.822	1.263802	0.727626	0.217097	0.0216434	0.0336337	1.796985	1.36692	0.363179	0.311548	0.279676	0.0455968
744	-1872.907	-2064.841	191.9332	0.9692442	0.532014	0.339133	0.120824	0.00802982	1.573111	1.664073	0.166603	0.627167	0.168871	0.0373592
750	-1887.803	-2078.745	190.9425	1.162297	0.737383	0.129671	0.117548	0.0153982	1.435857	2.293779	0.359778	0.281667	0.132021	0.226534
756	-1896.422	-2087.782	191.3604	0.761972	0.645233	0.218526	0.120461	0.0157798	1.421536	2.293779	0.346245	0.285627	0.198657	0.169472
762	-1882.585	-2074.988	192.4031	1.001034	0.628125	0.28635	0.0755917	0.00993339	1.978425	0.9070837	0.535061	0.12837	0.214082	0.122487
768	-1877.868	-2070	192.1317	1.512298	0.823485	0.0193898	0.121731	0.0353934	1.775218	0.9070837	0.602689	0.0672866	0.114763	0.215261
774	-1871.694	-2064.161	192.4676	1.020108	0.865082	0.0179931	0.0943262	0.0225992	1.894955	0.9070837	0.132321	0.732289	0.0555453	0.0798448
780	-1858.977	-2050.976	191.9984	1.455468	0.82456	0.0171503	0.136749	0.0215406	1.937107	0.9297876	0.43736	0.397295	0.12289	0.042455
786	-1863.705	-2055.717	192.0118	1.455468	0.804063	0.0635251	0.0680272	0.0643852	2.03419	0.7982927	0.435466	0.430721	0.0638917	0.0699205
792	-1867.709	-2059.718	192.0085	1.332219	0.712558	0.0496078	0.180776	0.057058	2.083297	0.8776283	0.247978	0.535858	0.128516	0.0876483
798	-1859.628	-2051.926	192.2978	1.10269	0.704023	0.206579	0.0556419	0.0337565	2.064134	0.8105031	0.469643	0.385385	0.0735497	0.0714227
804	-1858.025	-2050.121	192.0961	1.314854	0.663853	0.247231	0.0402733	0.0486419	2.066134	0.8105031	0.426198	0.257955	0.0751005	0.240747
810	-1853.475	-2045.402	191.9268	1.391988	0.822196	0.0821326	0.0274757	0.0681958	2.066134	0.9282682	0.48391	0.216565	0.0521291	0.247396
816	-1856.639	-2048.907	192.2674	1.103647	0.607247	0.341761	0.0407665	0.0102254	1.861128	1.061775	0.564375	0.0861043	0.277396	0.072125
822	-1860.826	-2052.941	192.1152	1.217297	0.655679	0.227452	0.0440179	0.0728507	2.026355	0.9401783	0.50802	0.156064	0.272076	0.0638406
828	-1861.671	-2053.714	192.0434	1.330023	0.828453	0.0654245	0.0474665	0.0586561	1.994146	0.9401783	0.458244	0.18583	0.323969	0.0319561
834	-1864.524	-2056.722	192.1983	1.123555	0.713808	0.195839	0.0627187	0.0276341	1.867364	1.102257	0.383676	0.514178	0.0774825	0.0246635
840	-1866.059	-2058.386	192.327	1.032447	0.662535	0.228726	0.0751965	0.0335428	2.016147	0.9149843	0.370643	0.521266	0.0751916	0.0328996
846	-1875.523	-2067.321	191.7981	1.525908	0.652352	0.251904	0.0691946	0.0265496	2.084346	0.9212254	0.0794199	0.67406	0.0624958	0.184024
852	-1879.941	-2072.022	192.0809	1.25027	0.636473	0.263544	0.0723921	0.0275905	2.157715	0.787922	0.19053	0.751508	0.034428	0.0235332
858	-1895.042	-2087.036	191.994	1.390531	0.800768	0.0934723	0.0813681	0.0243916	2.033322	0.8915044	0.21476	0.735634	0.0122756	0.0373305
864	-1887.286	-2078.288	191.0021	2.306627	0.86101	0.0051762	0.112359	0.0214541	1.954609	1.226349	0.379037	0.359123	0.227756	0.0340839
870	-1891.014	-2082.618	191.6041	1.814896	0.810263	0.0154453	0.060241	0.114051	1.902562	1.061123	0.336434	0.466641	0.150541	0.0463841
876	-1880.879	-2072.763	191.8847	1.513776	0.81272	0.0152453	0.0594607	0.112574	1.869776	1.061123	0.343346	0.279266	0.20143	0.175958
882	-1875.938	-2067.619	191.6805	1.691004	0.846466	0.0119255	0.0957034	0.0459052	1.825721	1.15224	0.360719	0.136806	0.285795	0.216681
888	-1878.681	-2069.834	191.1533	2.028421	0.888511	0.0122576	0.0520478	0.0471836	1.770112	1.414602	0.416673	0.407828	0.0633358	0.112163
894	-1871.596	-2062.816	191.2205	2.028421	0.817237	0.114626	0.0478727	0.0202647	1.648161	1.456626	0.432813	0.198534	0.0323149	0.336339
900	-1874.431	-2066.165	191.7332	1.243951	0.809425	0.0867421	0.053544	0.0502888	1.768841	1.471469	0.499724	0.216407	0.0373108	0.246558
906	-1870.303	-2062.066	191.763	1.436658	0.751694	0.0805552	0.109056	0.0586955	1.732531	1.341237	0.526669	0.30979	0.0214952	0.142045
912	-1871.18	-2062.766	191.586	1.268271	0.821433	0.107516	0.0609045	0.0101458	1.853867	1.501336	0.375435	0.446227	0.02302	0.155318
918	-1858.511	-2050.465	191.9537	1.11637	0.721518	0.0993734	0.169731	0.00937738	1.795818	1.374034	0.306531	0.556543	0.0176744	0.119251
924	-1875.527	-2067.684	192.1578	1.217661	0.820188	0.0404325	0.132082	0.00729732	2.024566	0.8949249	0.518503	0.221503	0.0263024	0.233692
930	-1862.965	-2054.695	191.7306	1.653193	0.851905	0.0101072	0.112051	0.0259363	1.931643	1.037073	0.294215	0.594135	0.0152932	0.0963573
936	-1872.711	-2064.503	191.7922	1.653193	0.731347	0.196425	0.0149909	0.0572372	1.939734	0.9675623	0.547872	0.120694	0.152003	0.179432
942	-1875.9	-2067.175	191.2751	2.157846	0.791248	0.167431	0.00375666	0.0375651	1.852368	1.170313	0.483765	0.0803768	0.386221	0.0496372
948	-1868.419	-2060.047	191.6285	1.611758	0.786541	0.11542	0.00484539	0.0931929	1.72314	1.336379	0.333074	0.176185	0.387366	0.103375
954	-1876.966	-2068.269	191.3029	1.716837	0.866605	0.0281611	0.026741	0.0784925	1.894227	1.390109	0.434465	0.382914	0.0493545	0.133267
960	-1863.327	-2055.084	191.7571	1.572913	0.831336	0.0255139	0.0720363	0.0711141	1.559077	1.390109	0.0961215	0.669423	0.0240635	0.210392
966	-1864.379	-2055.35	190.9719	2.022555	0.824516	0.0638839	0.0843081	0.0272919	1.691447	1.612216	0.0184833	0.749966	0.174142	0.0574079
972	-1869.181	-2060.585	191.4033	1.955553	0.794524	0.039359	0.0812413	0.0848757	1.852645	1.188815	0.453829	0.413112	0.0971242	0.0359345
978	-1876.933	-2068.803	191.8709	1.594655	0.792427	0.02984	0.113384	0.0643485	1.954743	0.9196096	0.547554	0.291908	0.117182	0.0433556
984	-1879.186	-2070.981	191.795	1.526801	0.768426	0.0844955	0.0614925	0.0855863	2.200114	0.7836034	0.64997	0.235163	0.0457191	0.0691482
990	-1895.455	-2088.361	192.9058	0.4891029	0.543548	0.298807	0.0590276	0.0986175	1.937235	0.9808822	0.133824	0.560555	0.207245	0.0983759
996	-1886.207	-2078.962	192.7549	0.2838992	0.557024	0.306216	0.067909	0.0688518	1.87368	1.310401	0.134794	0.471285	0.197438	0.196483
1002	-1886.262	-2079.254	192.9917	0.2367803	0.730178	0.148687	0.0292582	0.0918768	2.174112	0.7920074	0.269503	0.487253	0.152152	0.091091
1008	-1892.529	-2085.491	192.9623	0.2367803	0.749973	0.112688	0.0331719	0.104167	2.136534	0.8757716	0.0790372	0.37707	0.131767	0.412126
1014	-1878.91	-2071.01	192.1002	1.190406	0.6751	0.223657	0.0717297	0.0295131	2.271639	0.6632332	0.455056	0.195	0.080685	0.269259
1020	-1882.02	-2074.173	192.153	1.235447	0.667809	0.257708	0.0476196	0.0268637	2.164348	0.6868193	0.432786	0.176346	0.087367	0.303501
1026	-1872.529	-2064.782	192.2521	1.153893	0.561417	0.32127	0.0613748	0.0559377	1.997136	0.8875715	0.514601	0.238632	0.0328814	0.213885
1032	-1883.142	-2075.764	192.6222	0.7763928	0.670796	0.189036	0.0733322	0.0668359	1.82574	1.073668	0.265103	0.312972	0.101499	0.320426
1038	-1902.609	-2094.381	191.7723	1.54867	0.702691	0.103249	0.147058	0.0470019	2.216234	0.7666258	0.443762	0.135279	0.252487	0.168472
1044	-1887.874	-2080.953	193.0793	0.2744819	0.607865	0.379499	0.00756078	0.00507595	1.957286	0.9433202	0.102329	0.653552	0.227708	0.0164102
1050	-1891.855	-2084.895	193.0391	0.2775428	0.601547	0.207711	0.058556	0.132186	2.065795	0.8660523	0.0862565	0.550899	0.346217	0.0166276
1056	-1885.961	-2078.835	192.874	0.3219557	0.564047	0.315535	0.0549056	0.065512	2.212373	0.8660523	0.0948327	0.567276	0.265018	0.0728729
